date,state,number
2009-07-01,"DISTRITO FEDERAL",33
2009-08-01,"DISTRITO FEDERAL",37
2009-09-01,"DISTRITO FEDERAL",5
2009-10-01,"DISTRITO FEDERAL",3
2009-11-01,"DISTRITO FEDERAL",0
2009-12-01,"DISTRITO FEDERAL",0
2009-01-01,"ESPÍRITO SANTO",4
2009-02-01,"ESPÍRITO SANTO",12
2009-03-01,"ESPÍRITO SANTO",11
2009-04-01,"ESPÍRITO SANTO",8
2009-05-01,"ESPÍRITO SANTO",7
2009-06-01,"ESPÍRITO SANTO",12
2009-07-01,"ESPÍRITO SANTO",25
2009-08-01,"ESPÍRITO SANTO",17
2009-09-01,"ESPÍRITO SANTO",57
2009-10-01,"ESPÍRITO SANTO",13
2009-11-01,"ESPÍRITO SANTO",18
2009-12-01,"ESPÍRITO SANTO",32
2009-01-01,"GOIÁS",30
2009-02-01,"GOIÁS",29
2009-03-01,"GOIÁS",32
2009-04-01,"GOIÁS",11
2009-05-01,"GOIÁS",104
2009-06-01,"GOIÁS",179
2009-07-01,"GOIÁS",470
2009-08-01,"GOIÁS",647
2009-09-01,"GOIÁS",685
2009-10-01,"GOIÁS",367
2009-11-01,"GOIÁS",89
2009-12-01,"GOIÁS",39
2009-01-01,"MARANHÃO",240
2009-02-01,"MARANHÃO",20
2009-03-01,"MARANHÃO",33
2009-04-01,"MARANHÃO",14
2009-05-01,"MARANHÃO",19
2009-06-01,"MARANHÃO",279
2009-07-01,"MARANHÃO",972
2009-08-01,"MARANHÃO",1766
2009-09-01,"MARANHÃO",2404
2009-10-01,"MARANHÃO",1861
2009-11-01,"MARANHÃO",5
2009-12-01,"MARANHÃO",1768
2009-01-01,"MATO GROSSO",229
2009-02-01,"MATO GROSSO",164
2009-03-01,"MATO GROSSO",118
2009-04-01,"MATO GROSSO",291
2009-05-01,"MATO GROSSO",927
2009-06-01,"MATO GROSSO",376
2009-07-01,"MATO GROSSO",354
2009-08-01,"MATO GROSSO",816
2009-09-01,"MATO GROSSO",1146
2009-10-01,"MATO GROSSO",854
2009-11-01,"MATO GROSSO",439
2009-12-01,"MATO GROSSO",87
2009-01-01,"MATO GROSSO DO SUL",527
2009-02-01,"MATO GROSSO DO SUL",248
2009-03-01,"MATO GROSSO DO SUL",325
2009-04-01,"MATO GROSSO DO SUL",169
2009-05-01,"MATO GROSSO DO SUL",516
2009-06-01,"MATO GROSSO DO SUL",979
2009-07-01,"MATO GROSSO DO SUL",1613
2009-08-01,"MATO GROSSO DO SUL",2250
2009-09-01,"MATO GROSSO DO SUL",3129
2009-10-01,"MATO GROSSO DO SUL",2579
2009-11-01,"MATO GROSSO DO SUL",588
2009-12-01,"MATO GROSSO DO SUL",171
2009-01-01,"MINAS GERAIS",74
2009-02-01,"MINAS GERAIS",74
2009-03-01,"MINAS GERAIS",106
2009-04-01,"MINAS GERAIS",26
2009-05-01,"MINAS GERAIS",128
2009-06-01,"MINAS GERAIS",173
2009-07-01,"MINAS GERAIS",477
2009-08-01,"MINAS GERAIS",685
2009-09-01,"MINAS GERAIS",1310
2009-10-01,"MINAS GERAIS",1013
2009-11-01,"MINAS GERAIS",246
2009-12-01,"MINAS GERAIS",108
2009-01-01,"PARANÁ",35
2009-02-01,"PARANÁ",21
2009-03-01,"PARANÁ",57
2009-04-01,"PARANÁ",80
2009-05-01,"PARANÁ",117
2009-06-01,"PARANÁ",105
2009-07-01,"PARANÁ",34
2009-08-01,"PARANÁ",844
2009-09-01,"PARANÁ",149
2009-10-01,"PARANÁ",424
2009-11-01,"PARANÁ",90
2009-12-01,"PARANÁ",30
2009-01-01,"PARAÍBA",115
2009-02-01,"PARAÍBA",9
2009-03-01,"PARAÍBA",2
2009-04-01,"PARAÍBA",1
2009-05-01,"PARAÍBA",0
2009-06-01,"PARAÍBA",0
2009-07-01,"PARAÍBA",3
2009-08-01,"PARAÍBA",4
2009-09-01,"PARAÍBA",28
2009-10-01,"PARAÍBA",117
2009-11-01,"PARAÍBA",428
2009-12-01,"PARAÍBA",270
2009-01-01,"PARÁ",241
2009-02-01,"PARÁ",15
2009-03-01,"PARÁ",4
2009-04-01,"PARÁ",8
2009-05-01,"PARÁ",7
2009-06-01,"PARÁ",38
2009-07-01,"PARÁ",397
2009-08-01,"PARÁ",3859
2009-09-01,"PARÁ",6051
2009-10-01,"PARÁ",6342
2009-11-01,"PARÁ",10012
2009-12-01,"PARÁ",2832
2009-01-01,"PERNAMBUCO",256
2009-02-01,"PERNAMBUCO",28
2009-03-01,"PERNAMBUCO",15
2009-04-01,"PERNAMBUCO",3
2009-05-01,"PERNAMBUCO",0
2009-06-01,"PERNAMBUCO",1
2009-07-01,"PERNAMBUCO",1
2009-08-01,"PERNAMBUCO",10
2009-09-01,"PERNAMBUCO",164
2009-10-01,"PERNAMBUCO",254
2009-11-01,"PERNAMBUCO",486
2009-12-01,"PERNAMBUCO",351
2009-01-01,"PIAUÍ",79
2009-02-01,"PIAUÍ",19
2009-03-01,"PIAUÍ",17
2009-04-01,"PIAUÍ",8
2009-05-01,"PIAUÍ",12
2009-06-01,"PIAUÍ",56
2009-07-01,"PIAUÍ",302
2009-08-01,"PIAUÍ",790
2009-09-01,"PIAUÍ",1709
2009-10-01,"PIAUÍ",913
2009-11-01,"PIAUÍ",1336
2009-12-01,"PIAUÍ",570
2009-01-01,"RIO DE JANEIRO",3
2009-02-01,"RIO DE JANEIRO",5
2009-03-01,"RIO DE JANEIRO",5
2009-04-01,"RIO DE JANEIRO",1
2009-05-01,"RIO DE JANEIRO",37
2009-06-01,"RIO DE JANEIRO",33
2009-07-01,"RIO DE JANEIRO",56
2009-08-01,"RIO DE JANEIRO",91
2009-09-01,"RIO DE JANEIRO",90
2009-10-01,"RIO DE JANEIRO",18
2009-11-01,"RIO DE JANEIRO",27
2009-12-01,"RIO DE JANEIRO",1
2009-01-01,"RIO GRANDE DO NORTE",110
2009-02-01,"RIO GRANDE DO NORTE",8
2009-03-01,"RIO GRANDE DO NORTE",2
2009-04-01,"RIO GRANDE DO NORTE",1
2009-05-01,"RIO GRANDE DO NORTE",0
2009-06-01,"RIO GRANDE DO NORTE",0
2009-07-01,"RIO GRANDE DO NORTE",0
2009-08-01,"RIO GRANDE DO NORTE",1
2009-09-01,"RIO GRANDE DO NORTE",29
2009-10-01,"RIO GRANDE DO NORTE",84
2009-11-01,"RIO GRANDE DO NORTE",172
2009-12-01,"RIO GRANDE DO NORTE",221
2009-01-01,"RIO GRANDE DO SUL",65
2009-02-01,"RIO GRANDE DO SUL",15
2009-03-01,"RIO GRANDE DO SUL",41
2009-04-01,"RIO GRANDE DO SUL",145
2009-05-01,"RIO GRANDE DO SUL",177
2009-06-01,"RIO GRANDE DO SUL",30
2009-07-01,"RIO GRANDE DO SUL",47
2009-08-01,"RIO GRANDE DO SUL",1057
2009-09-01,"RIO GRANDE DO SUL",39
2009-10-01,"RIO GRANDE DO SUL",148
2009-11-01,"RIO GRANDE DO SUL",4
2009-12-01,"RIO GRANDE DO SUL",15
2009-01-01,"RONDÔNIA",17
2009-02-01,"RONDÔNIA",1
2009-03-01,"RONDÔNIA",12
2009-04-01,"RONDÔNIA",3
2009-05-01,"RONDÔNIA",6
2009-06-01,"RONDÔNIA",13
2009-07-01,"RONDÔNIA",110
2009-08-01,"RONDÔNIA",484
2009-09-01,"RONDÔNIA",1869
2009-10-01,"RONDÔNIA",1444
2009-11-01,"RONDÔNIA",128
2009-12-01,"RONDÔNIA",9
2009-01-01,"RORAIMA",45
2009-02-01,"RORAIMA",153
2009-03-01,"RORAIMA",176
2009-04-01,"RORAIMA",115
2009-05-01,"RORAIMA",219
2009-06-01,"RORAIMA",16
2009-07-01,"RORAIMA",18
2009-08-01,"RORAIMA",29
2009-09-01,"RORAIMA",117
2009-10-01,"RORAIMA",197
2009-11-01,"RORAIMA",312
2009-12-01,"RORAIMA",290
2009-01-01,"SANTA CATARINA",21
2009-02-01,"SANTA CATARINA",7
2009-03-01,"SANTA CATARINA",33
2009-04-01,"SANTA CATARINA",57
2009-05-01,"SANTA CATARINA",33
2009-06-01,"SANTA CATARINA",14
2009-07-01,"SANTA CATARINA",26
2009-08-01,"SANTA CATARINA",759
2009-09-01,"SANTA CATARINA",47
2009-10-01,"SANTA CATARINA",252
2009-11-01,"SANTA CATARINA",61
2009-12-01,"SANTA CATARINA",20
2009-01-01,"SERGIPE",60
2009-02-01,"SERGIPE",64
2009-03-01,"SERGIPE",29
2009-04-01,"SERGIPE",19
2009-05-01,"SERGIPE",0
2009-06-01,"SERGIPE",2
2009-07-01,"SERGIPE",0
2009-08-01,"SERGIPE",0
2009-09-01,"SERGIPE",1
2009-10-01,"SERGIPE",1
2009-11-01,"SERGIPE",9
2009-12-01,"SERGIPE",21
2009-01-01,"SÃO PAULO",12
2009-02-01,"SÃO PAULO",65
2009-03-01,"SÃO PAULO",55
2009-04-01,"SÃO PAULO",67
2009-05-01,"SÃO PAULO",142
2009-06-01,"SÃO PAULO",125
2009-07-01,"SÃO PAULO",110
2009-08-01,"SÃO PAULO",289
2009-09-01,"SÃO PAULO",116
2009-10-01,"SÃO PAULO",64
2009-11-01,"SÃO PAULO",83
2009-12-01,"SÃO PAULO",37
2009-01-01,"TOCANTINS",43
2009-02-01,"TOCANTINS",21
2009-03-01,"TOCANTINS",23
2009-04-01,"TOCANTINS",5
2009-05-01,"TOCANTINS",91
2009-06-01,"TOCANTINS",421
2009-07-01,"TOCANTINS",989
2009-08-01,"TOCANTINS",1124
2009-09-01,"TOCANTINS",2017
2009-10-01,"TOCANTINS",718
2009-11-01,"TOCANTINS",251
2009-12-01,"TOCANTINS",46
2010-01-01,"ACRE",1
2010-02-01,"ACRE",0
2010-03-01,"ACRE",0
2010-04-01,"ACRE",3
2010-05-01,"ACRE",9
2010-06-01,"ACRE",1
2010-07-01,"ACRE",126
2010-08-01,"ACRE",1682
2010-09-01,"ACRE",2531
2010-10-01,"ACRE",292
2010-11-01,"ACRE",39
2010-12-01,"ACRE",0
2010-01-01,"ALAGOAS",23
2010-02-01,"ALAGOAS",26
2010-03-01,"ALAGOAS",70
2010-04-01,"ALAGOAS",3
2010-05-01,"ALAGOAS",0
2010-06-01,"ALAGOAS",0
2010-07-01,"ALAGOAS",2
2010-08-01,"ALAGOAS",1
2010-09-01,"ALAGOAS",5
2010-10-01,"ALAGOAS",16
2010-11-01,"ALAGOAS",31
2010-12-01,"ALAGOAS",45
2010-01-01,"AMAPÁ",2
2010-02-01,"AMAPÁ",0
2010-03-01,"AMAPÁ",2
2010-04-01,"AMAPÁ",2
2010-05-01,"AMAPÁ",2
2010-06-01,"AMAPÁ",0
2010-07-01,"AMAPÁ",2
2010-08-01,"AMAPÁ",1
2010-09-01,"AMAPÁ",63
2010-10-01,"AMAPÁ",265
2010-11-01,"AMAPÁ",339
2010-12-01,"AMAPÁ",43
2010-01-01,"AMAZONAS",82
2010-02-01,"AMAZONAS",81
2010-03-01,"AMAZONAS",116
2010-04-01,"AMAZONAS",11
2010-05-01,"AMAZONAS",13
2010-06-01,"AMAZONAS",9
2010-07-01,"AMAZONAS",640
2010-08-01,"AMAZONAS",3727
2010-09-01,"AMAZONAS",2781
2010-10-01,"AMAZONAS",889
2010-11-01,"AMAZONAS",354
2010-12-01,"AMAZONAS",123
2010-01-01,"BAHIA",297
2010-02-01,"BAHIA",206
2010-03-01,"BAHIA",156
2010-04-01,"BAHIA",103
2010-05-01,"BAHIA",198
2010-06-01,"BAHIA",192
2010-07-01,"BAHIA",519
2010-08-01,"BAHIA",2423
2010-09-01,"BAHIA",5323
2010-10-01,"BAHIA",5264
2010-11-01,"BAHIA",605
2010-12-01,"BAHIA",226
2010-01-01,"CEARÁ",288
2010-02-01,"CEARÁ",63
2010-03-01,"CEARÁ",40
2010-04-01,"CEARÁ",7
2010-05-01,"CEARÁ",2
2010-06-01,"CEARÁ",3
2010-07-01,"CEARÁ",44
2010-08-01,"CEARÁ",202
2010-09-01,"CEARÁ",357
2010-10-01,"CEARÁ",502
2010-11-01,"CEARÁ",1652
2010-12-01,"CEARÁ",578
2010-01-01,"DISTRITO FEDERAL",2
2010-02-01,"DISTRITO FEDERAL",4
2010-03-01,"DISTRITO FEDERAL",0
2010-04-01,"DISTRITO FEDERAL",8
2010-05-01,"DISTRITO FEDERAL",23
2010-06-01,"DISTRITO FEDERAL",21
2010-07-01,"DISTRITO FEDERAL",85
2010-08-01,"DISTRITO FEDERAL",159
2010-09-01,"DISTRITO FEDERAL",196
2010-10-01,"DISTRITO FEDERAL",6
2010-11-01,"DISTRITO FEDERAL",0
2010-12-01,"DISTRITO FEDERAL",1
2010-01-01,"ESPÍRITO SANTO",52
2010-02-01,"ESPÍRITO SANTO",15
2010-03-01,"ESPÍRITO SANTO",3
2010-04-01,"ESPÍRITO SANTO",7
2010-05-01,"ESPÍRITO SANTO",3
2010-06-01,"ESPÍRITO SANTO",3
2010-07-01,"ESPÍRITO SANTO",5
2010-08-01,"ESPÍRITO SANTO",39
2010-09-01,"ESPÍRITO SANTO",53
2010-10-01,"ESPÍRITO SANTO",32
2010-11-01,"ESPÍRITO SANTO",3
2010-12-01,"ESPÍRITO SANTO",10
2010-01-01,"GOIÁS",59
2010-02-01,"GOIÁS",86
2010-03-01,"GOIÁS",65
2010-04-01,"GOIÁS",105
2010-05-01,"GOIÁS",239
2010-06-01,"GOIÁS",278
2010-07-01,"GOIÁS",941
2010-08-01,"GOIÁS",2914
2010-09-01,"GOIÁS",5075
2010-10-01,"GOIÁS",1227
2010-11-01,"GOIÁS",67
2010-12-01,"GOIÁS",48
2010-01-01,"MARANHÃO",319
2010-02-01,"MARANHÃO",93
2010-03-01,"MARANHÃO",82
2010-04-01,"MARANHÃO",128
2010-05-01,"MARANHÃO",273
2010-06-01,"MARANHÃO",494
2010-07-01,"MARANHÃO",2323
2010-08-01,"MARANHÃO",6353
2010-09-01,"MARANHÃO",9795
2010-10-01,"MARANHÃO",3228
2010-11-01,"MARANHÃO",4005
2010-12-01,"MARANHÃO",1803
2010-01-01,"MATO GROSSO",72
2010-02-01,"MATO GROSSO",157
2010-03-01,"MATO GROSSO",149
2010-04-01,"MATO GROSSO",136
2010-05-01,"MATO GROSSO",105
2010-06-01,"MATO GROSSO",149
2010-07-01,"MATO GROSSO",589
2010-08-01,"MATO GROSSO",1721
2010-09-01,"MATO GROSSO",1505
2010-10-01,"MATO GROSSO",597
2010-11-01,"MATO GROSSO",259
2010-12-01,"MATO GROSSO",276
2010-01-01,"MATO GROSSO DO SUL",298
2010-02-01,"MATO GROSSO DO SUL",431
2010-03-01,"MATO GROSSO DO SUL",605
2010-04-01,"MATO GROSSO DO SUL",769
2010-05-01,"MATO GROSSO DO SUL",1313
2010-06-01,"MATO GROSSO DO SUL",1025
2010-07-01,"MATO GROSSO DO SUL",3442
2010-08-01,"MATO GROSSO DO SUL",14608
2010-09-01,"MATO GROSSO DO SUL",18366
2010-10-01,"MATO GROSSO DO SUL",4465
2010-11-01,"MATO GROSSO DO SUL",768
2010-12-01,"MATO GROSSO DO SUL",846
2010-01-01,"MINAS GERAIS",118
2010-02-01,"MINAS GERAIS",155
2010-03-01,"MINAS GERAIS",109
2010-04-01,"MINAS GERAIS",112
2010-05-01,"MINAS GERAIS",179
2010-06-01,"MINAS GERAIS",139
2010-07-01,"MINAS GERAIS",707
2010-08-01,"MINAS GERAIS",3353
2010-09-01,"MINAS GERAIS",5059
2010-10-01,"MINAS GERAIS",2048
2010-11-01,"MINAS GERAIS",82
2010-12-01,"MINAS GERAIS",105
2010-01-01,"PARANÁ",18
2010-02-01,"PARANÁ",46
2010-03-01,"PARANÁ",22
2010-04-01,"PARANÁ",71
2010-05-01,"PARANÁ",39
2010-06-01,"PARANÁ",55
2010-07-01,"PARANÁ",196
2010-08-01,"PARANÁ",733
2010-09-01,"PARANÁ",270
2010-10-01,"PARANÁ",230
2010-11-01,"PARANÁ",183
2010-12-01,"PARANÁ",37
2010-01-01,"PARAÍBA",46
2010-02-01,"PARAÍBA",15
2010-03-01,"PARAÍBA",16
2010-04-01,"PARAÍBA",2
2010-05-01,"PARAÍBA",10
2010-06-01,"PARAÍBA",3
2010-07-01,"PARAÍBA",7
2010-08-01,"PARAÍBA",9
2010-09-01,"PARAÍBA",37
2010-10-01,"PARAÍBA",150
2010-11-01,"PARAÍBA",451
2010-12-01,"PARAÍBA",65
2010-01-01,"PARÁ",437
2010-02-01,"PARÁ",102
2010-03-01,"PARÁ",110
2010-04-01,"PARÁ",22
2010-05-01,"PARÁ",57
2010-06-01,"PARÁ",94
2010-07-01,"PARÁ",1432
2010-08-01,"PARÁ",18130
2010-09-01,"PARÁ",10810
2010-10-01,"PARÁ",3843
2010-11-01,"PARÁ",4417
2010-12-01,"PARÁ",1612
2010-01-01,"PERNAMBUCO",47
2010-02-01,"PERNAMBUCO",33
2010-03-01,"PERNAMBUCO",59
2010-04-01,"PERNAMBUCO",2
2010-05-01,"PERNAMBUCO",8
2010-06-01,"PERNAMBUCO",1
2010-07-01,"PERNAMBUCO",7
2010-08-01,"PERNAMBUCO",29
2010-09-01,"PERNAMBUCO",179
2010-10-01,"PERNAMBUCO",347
2010-11-01,"PERNAMBUCO",831
2010-12-01,"PERNAMBUCO",117
2010-01-01,"PIAUÍ",99
2010-02-01,"PIAUÍ",54
2010-03-01,"PIAUÍ",47
2010-04-01,"PIAUÍ",56
2010-05-01,"PIAUÍ",231
2010-06-01,"PIAUÍ",208
2010-07-01,"PIAUÍ",1696
2010-08-01,"PIAUÍ",4035
2010-09-01,"PIAUÍ",5392
2010-10-01,"PIAUÍ",3863
2010-11-01,"PIAUÍ",1417
2010-12-01,"PIAUÍ",357
2010-01-01,"RIO DE JANEIRO",13
2010-02-01,"RIO DE JANEIRO",73
2010-03-01,"RIO DE JANEIRO",10
2010-04-01,"RIO DE JANEIRO",10
2010-05-01,"RIO DE JANEIRO",6
2010-06-01,"RIO DE JANEIRO",7
2010-07-01,"RIO DE JANEIRO",55
2010-08-01,"RIO DE JANEIRO",316
2010-09-01,"RIO DE JANEIRO",353
2010-10-01,"RIO DE JANEIRO",35
2010-11-01,"RIO DE JANEIRO",23
2010-12-01,"RIO DE JANEIRO",10
2010-01-01,"RIO GRANDE DO NORTE",32
2010-02-01,"RIO GRANDE DO NORTE",12
2010-03-01,"RIO GRANDE DO NORTE",23
2010-04-01,"RIO GRANDE DO NORTE",7
2010-05-01,"RIO GRANDE DO NORTE",3
2010-06-01,"RIO GRANDE DO NORTE",1
2010-07-01,"RIO GRANDE DO NORTE",7
2010-08-01,"RIO GRANDE DO NORTE",24
2010-09-01,"RIO GRANDE DO NORTE",50
2010-10-01,"RIO GRANDE DO NORTE",111
2010-11-01,"RIO GRANDE DO NORTE",212
2010-12-01,"RIO GRANDE DO NORTE",54
2010-01-01,"RIO GRANDE DO SUL",22
2010-02-01,"RIO GRANDE DO SUL",23
2010-03-01,"RIO GRANDE DO SUL",21
2010-04-01,"RIO GRANDE DO SUL",72
2010-05-01,"RIO GRANDE DO SUL",9
2010-06-01,"RIO GRANDE DO SUL",4
2010-07-01,"RIO GRANDE DO SUL",34
2010-08-01,"RIO GRANDE DO SUL",267
2010-09-01,"RIO GRANDE DO SUL",250
2010-10-01,"RIO GRANDE DO SUL",95
2010-11-01,"RIO GRANDE DO SUL",90
2010-12-01,"RIO GRANDE DO SUL",103
2010-01-01,"RONDÔNIA",18
2010-02-01,"RONDÔNIA",9
2010-03-01,"RONDÔNIA",11
2010-04-01,"RONDÔNIA",19
2010-05-01,"RONDÔNIA",41
2010-06-01,"RONDÔNIA",44
2010-07-01,"RONDÔNIA",747
2010-08-01,"RONDÔNIA",4388
2010-09-01,"RONDÔNIA",4893
2010-10-01,"RONDÔNIA",1307
2010-11-01,"RONDÔNIA",238
2010-12-01,"RONDÔNIA",158
2010-01-01,"RORAIMA",351
2010-02-01,"RORAIMA",470
2010-03-01,"RORAIMA",417
2010-04-01,"RORAIMA",15
2010-05-01,"RORAIMA",3
2010-06-01,"RORAIMA",0
2010-07-01,"RORAIMA",1
2010-08-01,"RORAIMA",3
2010-09-01,"RORAIMA",18
2010-10-01,"RORAIMA",64
2010-11-01,"RORAIMA",27
2010-12-01,"RORAIMA",73
2010-01-01,"SANTA CATARINA",2
2010-02-01,"SANTA CATARINA",15
2010-03-01,"SANTA CATARINA",9
2010-04-01,"SANTA CATARINA",19
2010-05-01,"SANTA CATARINA",1
2010-06-01,"SANTA CATARINA",1
2010-07-01,"SANTA CATARINA",31
2010-08-01,"SANTA CATARINA",511
2010-09-01,"SANTA CATARINA",198
2010-10-01,"SANTA CATARINA",76
2010-11-01,"SANTA CATARINA",88
2010-12-01,"SANTA CATARINA",23
2010-01-01,"SERGIPE",29
2010-02-01,"SERGIPE",33
2010-03-01,"SERGIPE",44
2010-04-01,"SERGIPE",1
2010-05-01,"SERGIPE",0
2010-06-01,"SERGIPE",0
2010-07-01,"SERGIPE",0
2010-08-01,"SERGIPE",0
2010-09-01,"SERGIPE",0
2010-10-01,"SERGIPE",1
2010-11-01,"SERGIPE",16
2010-12-01,"SERGIPE",19
2010-01-01,"SÃO PAULO",45
2010-02-01,"SÃO PAULO",152
2010-03-01,"SÃO PAULO",111
2010-04-01,"SÃO PAULO",91
2010-05-01,"SÃO PAULO",150
2010-06-01,"SÃO PAULO",143
2010-07-01,"SÃO PAULO",600
2010-08-01,"SÃO PAULO",1809
2010-09-01,"SÃO PAULO",1677
2010-10-01,"SÃO PAULO",260
2010-11-01,"SÃO PAULO",104
2010-12-01,"SÃO PAULO",52
2010-01-01,"TOCANTINS",79
2010-02-01,"TOCANTINS",32
2010-03-01,"TOCANTINS",120
2010-04-01,"TOCANTINS",419
2010-05-01,"TOCANTINS",580
2010-06-01,"TOCANTINS",767
2010-07-01,"TOCANTINS",2408
2010-08-01,"TOCANTINS",7865
2010-09-01,"TOCANTINS",10172
2010-10-01,"TOCANTINS",2272
2010-11-01,"TOCANTINS",283
2010-12-01,"TOCANTINS",72
2011-01-01,"ACRE",0
2011-02-01,"ACRE",0
2011-03-01,"ACRE",0
2011-04-01,"ACRE",2
2011-05-01,"ACRE",3
2011-06-01,"ACRE",10
2011-07-01,"ACRE",93
2011-08-01,"ACRE",425
2011-09-01,"ACRE",1204
2011-10-01,"ACRE",97
2011-11-01,"ACRE",74
2011-12-01,"ACRE",4
2011-01-01,"ALAGOAS",41
2011-02-01,"ALAGOAS",33
2011-03-01,"ALAGOAS",34
2011-04-01,"ALAGOAS",17
2011-05-01,"ALAGOAS",0
2011-06-01,"ALAGOAS",2
2011-07-01,"ALAGOAS",0
2011-08-01,"ALAGOAS",4
2011-09-01,"ALAGOAS",5
2011-10-01,"ALAGOAS",23
2011-11-01,"ALAGOAS",23
2011-12-01,"ALAGOAS",50
2011-01-01,"AMAPÁ",0
2011-02-01,"AMAPÁ",3
2011-03-01,"AMAPÁ",0
2011-04-01,"AMAPÁ",0
2011-05-01,"AMAPÁ",2
2011-06-01,"AMAPÁ",0
2011-07-01,"AMAPÁ",5
2011-08-01,"AMAPÁ",16
2011-09-01,"AMAPÁ",128
2011-10-01,"AMAPÁ",304
2011-11-01,"AMAPÁ",282
2011-12-01,"AMAPÁ",360
2011-01-01,"AMAZONAS",53
2011-02-01,"AMAZONAS",30
2011-03-01,"AMAZONAS",49
2011-04-01,"AMAZONAS",5
2011-05-01,"AMAZONAS",6
2011-06-01,"AMAZONAS",22
2011-07-01,"AMAZONAS",271
2011-08-01,"AMAZONAS",1243
2011-09-01,"AMAZONAS",1295
2011-10-01,"AMAZONAS",694
2011-11-01,"AMAZONAS",399
2011-12-01,"AMAZONAS",121
2011-01-01,"BAHIA",101
2011-02-01,"BAHIA",156
2011-03-01,"BAHIA",90
2011-04-01,"BAHIA",149
2011-05-01,"BAHIA",189
2011-06-01,"BAHIA",345
2011-07-01,"BAHIA",578
2011-08-01,"BAHIA",1795
2011-09-01,"BAHIA",7086
2011-10-01,"BAHIA",2166
2011-11-01,"BAHIA",176
2011-12-01,"BAHIA",230
2011-01-01,"CEARÁ",32
2011-02-01,"CEARÁ",2
2011-03-01,"CEARÁ",6
2011-04-01,"CEARÁ",1
2011-05-01,"CEARÁ",0
2011-06-01,"CEARÁ",5
2011-07-01,"CEARÁ",18
2011-08-01,"CEARÁ",53
2011-09-01,"CEARÁ",239
2011-10-01,"CEARÁ",415
2011-11-01,"CEARÁ",1561
2011-12-01,"CEARÁ",1441
2011-01-01,"DISTRITO FEDERAL",2
2011-02-01,"DISTRITO FEDERAL",1
2011-03-01,"DISTRITO FEDERAL",0
2011-04-01,"DISTRITO FEDERAL",1
2011-05-01,"DISTRITO FEDERAL",3
2011-06-01,"DISTRITO FEDERAL",18
2011-07-01,"DISTRITO FEDERAL",53
2011-08-01,"DISTRITO FEDERAL",61
2011-09-01,"DISTRITO FEDERAL",133
2011-10-01,"DISTRITO FEDERAL",0
2011-11-01,"DISTRITO FEDERAL",1
2011-12-01,"DISTRITO FEDERAL",0
2011-01-01,"ESPÍRITO SANTO",3
2011-02-01,"ESPÍRITO SANTO",42
2011-03-01,"ESPÍRITO SANTO",5
2011-04-01,"ESPÍRITO SANTO",3
2011-05-01,"ESPÍRITO SANTO",2
2011-06-01,"ESPÍRITO SANTO",7
2011-07-01,"ESPÍRITO SANTO",18
2011-08-01,"ESPÍRITO SANTO",93
2011-09-01,"ESPÍRITO SANTO",108
2011-10-01,"ESPÍRITO SANTO",38
2011-11-01,"ESPÍRITO SANTO",6
2011-12-01,"ESPÍRITO SANTO",1
2011-01-01,"GOIÁS",39
2011-02-01,"GOIÁS",45
2011-03-01,"GOIÁS",19
2011-04-01,"GOIÁS",71
2011-05-01,"GOIÁS",136
2011-06-01,"GOIÁS",314
2011-07-01,"GOIÁS",607
2011-08-01,"GOIÁS",1613
2011-09-01,"GOIÁS",2259
2011-10-01,"GOIÁS",476
2011-11-01,"GOIÁS",59
2011-12-01,"GOIÁS",39
2011-01-01,"MARANHÃO",124
2011-02-01,"MARANHÃO",9
2011-03-01,"MARANHÃO",22
2011-04-01,"MARANHÃO",37
2011-05-01,"MARANHÃO",73
2011-06-01,"MARANHÃO",602
2011-07-01,"MARANHÃO",1024
2011-08-01,"MARANHÃO",2138
2011-09-01,"MARANHÃO",4632
2011-10-01,"MARANHÃO",2404
2011-11-01,"MARANHÃO",2261
2011-12-01,"MARANHÃO",1629
2011-01-01,"MATO GROSSO",129
2011-02-01,"MATO GROSSO",61
2011-03-01,"MATO GROSSO",37
2011-04-01,"MATO GROSSO",23
2011-05-01,"MATO GROSSO",81
2011-06-01,"MATO GROSSO",104
2011-07-01,"MATO GROSSO",250
2011-08-01,"MATO GROSSO",552
2011-09-01,"MATO GROSSO",1072
2011-10-01,"MATO GROSSO",276
2011-11-01,"MATO GROSSO",445
2011-12-01,"MATO GROSSO",577
2011-01-01,"MATO GROSSO DO SUL",171
2011-02-01,"MATO GROSSO DO SUL",119
2011-03-01,"MATO GROSSO DO SUL",252
2011-04-01,"MATO GROSSO DO SUL",345
2011-05-01,"MATO GROSSO DO SUL",547
2011-06-01,"MATO GROSSO DO SUL",974
2011-07-01,"MATO GROSSO DO SUL",1061
2011-08-01,"MATO GROSSO DO SUL",2628
2011-09-01,"MATO GROSSO DO SUL",6332
2011-10-01,"MATO GROSSO DO SUL",2010
2011-11-01,"MATO GROSSO DO SUL",1103
2011-12-01,"MATO GROSSO DO SUL",431
2011-01-01,"MINAS GERAIS",61
2011-02-01,"MINAS GERAIS",111
2011-03-01,"MINAS GERAIS",67
2011-04-01,"MINAS GERAIS",66
2011-05-01,"MINAS GERAIS",151
2011-06-01,"MINAS GERAIS",304
2011-07-01,"MINAS GERAIS",801
2011-08-01,"MINAS GERAIS",2742
