number,date,state
256,2017-10-01,"Pernambuco"
66,2017-11-01,"Pernambuco"
0,1998-01-01,"Piau"
0,1998-02-01,"Piau"
0,1998-03-01,"Piau"
0,1998-04-01,"Piau"
0,1998-05-01,"Piau"
46,1998-06-01,"Piau"
189,1998-07-01,"Piau"
711,1998-08-01,"Piau"
1991,1998-09-01,"Piau"
2586,1998-10-01,"Piau"
424,1998-11-01,"Piau"
119,1998-12-01,"Piau"
21,1999-01-01,"Piau"
22,1999-02-01,"Piau"
4,1999-03-01,"Piau"
10,1999-04-01,"Piau"
8,1999-05-01,"Piau"
47,1999-06-01,"Piau"
123,1999-07-01,"Piau"
499,1999-08-01,"Piau"
872,1999-09-01,"Piau"
1438,1999-10-01,"Piau"
334,1999-11-01,"Piau"
74,1999-12-01,"Piau"
5,2000-01-01,"Piau"
12,2000-02-01,"Piau"
14,2000-03-01,"Piau"
15,2000-04-01,"Piau"
25,2000-05-01,"Piau"
18,2000-06-01,"Piau"
75,2000-07-01,"Piau"
415,2000-08-01,"Piau"
1099,2000-09-01,"Piau"
2558,2000-10-01,"Piau"
450,2000-11-01,"Piau"
79,2000-12-01,"Piau"
29,2001-01-01,"Piau"
0,2001-02-01,"Piau"
2,2001-03-01,"Piau"
1,2001-04-01,"Piau"
36,2001-05-01,"Piau"
87,2001-06-01,"Piau"
337,2001-07-01,"Piau"
1133,2001-08-01,"Piau"
2401,2001-09-01,"Piau"
3742,2001-10-01,"Piau"
1484,2001-11-01,"Piau"
230,2001-12-01,"Piau"
33,2002-01-01,"Piau"
160,2002-02-01,"Piau"
63,2002-03-01,"Piau"
87,2002-04-01,"Piau"
84,2002-05-01,"Piau"
161,2002-06-01,"Piau"
534,2002-07-01,"Piau"
2280,2002-08-01,"Piau"
2475,2002-09-01,"Piau"
2757,2002-10-01,"Piau"
1174,2002-11-01,"Piau"
373,2002-12-01,"Piau"
86,2003-01-01,"Piau"
3,2003-02-01,"Piau"
15,2003-03-01,"Piau"
22,2003-04-01,"Piau"
13,2003-05-01,"Piau"
88,2003-06-01,"Piau"
407,2003-07-01,"Piau"
864,2003-08-01,"Piau"
3399,2003-09-01,"Piau"
2332,2003-10-01,"Piau"
1248,2003-11-01,"Piau"
459,2003-12-01,"Piau"
42,2004-01-01,"Piau"
20,2004-02-01,"Piau"
27,2004-03-01,"Piau"
10,2004-04-01,"Piau"
80,2004-05-01,"Piau"
239,2004-06-01,"Piau"
564,2004-07-01,"Piau"
1002,2004-08-01,"Piau"
2662,2004-09-01,"Piau"
2144,2004-10-01,"Piau"
1798,2004-11-01,"Piau"
788,2004-12-01,"Piau"
94,2005-01-01,"Piau"
26,2005-02-01,"Piau"
13,2005-03-01,"Piau"
3,2005-04-01,"Piau"
22,2005-05-01,"Piau"
171,2005-06-01,"Piau"
445,2005-07-01,"Piau"
943,2005-08-01,"Piau"
3136,2005-09-01,"Piau"
3263,2005-10-01,"Piau"
1599,2005-11-01,"Piau"
486,2005-12-01,"Piau"
133,2006-01-01,"Piau"
23,2006-02-01,"Piau"
18,2006-03-01,"Piau"
1,2006-04-01,"Piau"
0,2006-05-01,"Piau"
40,2006-06-01,"Piau"
150,2006-07-01,"Piau"
911,2006-08-01,"Piau"
1618,2006-09-01,"Piau"
1443,2006-10-01,"Piau"
740,2006-11-01,"Piau"
339,2006-12-01,"Piau"
123,2007-01-01,"Piau"
11,2007-02-01,"Piau"
31,2007-03-01,"Piau"
9,2007-04-01,"Piau"
52,2007-05-01,"Piau"
303,2007-06-01,"Piau"
919,2007-07-01,"Piau"
3551,2007-08-01,"Piau"
4078,2007-09-01,"Piau"
2331,2007-10-01,"Piau"
939,2007-11-01,"Piau"
317,2007-12-01,"Piau"
61,2008-01-01,"Piau"
21,2008-02-01,"Piau"
4,2008-03-01,"Piau"
7,2008-04-01,"Piau"
12,2008-05-01,"Piau"
33,2008-06-01,"Piau"
97,2008-07-01,"Piau"
290,2008-08-01,"Piau"
1472,2008-09-01,"Piau"
1830,2008-10-01,"Piau"
594,2008-11-01,"Piau"
329,2008-12-01,"Piau"
79,2009-01-01,"Piau"
19,2009-02-01,"Piau"
17,2009-03-01,"Piau"
8,2009-04-01,"Piau"
12,2009-05-01,"Piau"
56,2009-06-01,"Piau"
302,2009-07-01,"Piau"
790,2009-08-01,"Piau"
1709,2009-09-01,"Piau"
913,2009-10-01,"Piau"
1336,2009-11-01,"Piau"
570,2009-12-01,"Piau"
99,2010-01-01,"Piau"
54,2010-02-01,"Piau"
47,2010-03-01,"Piau"
56,2010-04-01,"Piau"
231,2010-05-01,"Piau"
208,2010-06-01,"Piau"
1696,2010-07-01,"Piau"
4035,2010-08-01,"Piau"
5392,2010-09-01,"Piau"
3863,2010-10-01,"Piau"
1417,2010-11-01,"Piau"
357,2010-12-01,"Piau"
39,2011-01-01,"Piau"
11,2011-02-01,"Piau"
15,2011-03-01,"Piau"
16,2011-04-01,"Piau"
77,2011-05-01,"Piau"
462,2011-06-01,"Piau"
864,2011-07-01,"Piau"
1958,2011-08-01,"Piau"
4402,2011-09-01,"Piau"
1484,2011-10-01,"Piau"
825,2011-11-01,"Piau"
362,2011-12-01,"Piau"
80,2012-01-01,"Piau"
31,2012-02-01,"Piau"
71,2012-03-01,"Piau"
119,2012-04-01,"Piau"
334,2012-05-01,"Piau"
834,2012-06-01,"Piau"
1755,2012-07-01,"Piau"
3614,2012-08-01,"Piau"
4479,2012-09-01,"Piau"
2506,2012-10-01,"Piau"
447,2012-11-01,"Piau"
334,2012-12-01,"Piau"
72,2013-01-01,"Piau"
68,2013-02-01,"Piau"
14,2013-03-01,"Piau"
34,2013-04-01,"Piau"
40,2013-05-01,"Piau"
263,2013-06-01,"Piau"
361,2013-07-01,"Piau"
1015,2013-08-01,"Piau"
2311,2013-09-01,"Piau"
1269,2013-10-01,"Piau"
640,2013-11-01,"Piau"
468,2013-12-01,"Piau"
79,2014-01-01,"Piau"
14,2014-02-01,"Piau"
88,2014-03-01,"Piau"
63,2014-04-01,"Piau"
138,2014-05-01,"Piau"
373,2014-06-01,"Piau"
1177,2014-07-01,"Piau"
2265,2014-08-01,"Piau"
2536,2014-09-01,"Piau"
1788,2014-10-01,"Piau"
717,2014-11-01,"Piau"
346,2014-12-01,"Piau"
92,2015-01-01,"Piau"
38,2015-02-01,"Piau"
35,2015-03-01,"Piau"
50,2015-04-01,"Piau"
66,2015-05-01,"Piau"
283,2015-06-01,"Piau"
690,2015-07-01,"Piau"
2057,2015-08-01,"Piau"
5828,2015-09-01,"Piau"
4068,2015-10-01,"Piau"
897,2015-11-01,"Piau"
626,2015-12-01,"Piau"
94,2016-01-01,"Piau"
97,2016-02-01,"Piau"
53,2016-03-01,"Piau"
35,2016-04-01,"Piau"
60,2016-05-01,"Piau"
153,2016-06-01,"Piau"
754,2016-07-01,"Piau"
1647,2016-08-01,"Piau"
1394,2016-09-01,"Piau"
2598,2016-10-01,"Piau"
1126,2016-11-01,"Piau"
374,2016-12-01,"Piau"
85,2017-01-01,"Piau"
24,2017-02-01,"Piau"
25,2017-03-01,"Piau"
25,2017-04-01,"Piau"
36,2017-05-01,"Piau"
193,2017-06-01,"Piau"
643,2017-07-01,"Piau"
1572,2017-08-01,"Piau"
3422,2017-09-01,"Piau"
3004,2017-10-01,"Piau"
449,2017-11-01,"Piau"
0,1998-01-01,"Rio"
0,1998-01-01,"Rio"
0,1998-01-01,"Rio"
0,1998-02-01,"Rio"
0,1998-02-01,"Rio"
0,1998-02-01,"Rio"
0,1998-03-01,"Rio"
0,1998-03-01,"Rio"
0,1998-03-01,"Rio"
0,1998-04-01,"Rio"
0,1998-04-01,"Rio"
0,1998-04-01,"Rio"
0,1998-05-01,"Rio"
0,1998-05-01,"Rio"
0,1998-05-01,"Rio"
0,1998-06-01,"Rio"
1,1998-06-01,"Rio"
3,1998-06-01,"Rio"
0,1998-07-01,"Rio"
5,1998-07-01,"Rio"
21,1998-07-01,"Rio"
9,1998-08-01,"Rio"
4,1998-08-01,"Rio"
21,1998-08-01,"Rio"
51,1998-09-01,"Rio"
44,1998-09-01,"Rio"
60,1998-09-01,"Rio"
169,1998-10-01,"Rio"
55,1998-10-01,"Rio"
6,1998-10-01,"Rio"
6,1998-11-01,"Rio"
28,1998-11-01,"Rio"
41,1998-11-01,"Rio"
19,1998-12-01,"Rio"
1,1998-12-01,"Rio"
605,1998-12-01,"Rio"
32,1999-01-01,"Rio"
63,1999-01-01,"Rio"
0,1999-01-01,"Rio"
0,1999-02-01,"Rio"
11,1999-02-01,"Rio"
35,1999-02-01,"Rio"
0,1999-03-01,"Rio"
9,1999-03-01,"Rio"
38,1999-03-01,"Rio"
12,1999-04-01,"Rio"
1,1999-04-01,"Rio"
21,1999-04-01,"Rio"
7,1999-05-01,"Rio"
13,1999-05-01,"Rio"
1,1999-05-01,"Rio"
8,1999-06-01,"Rio"
4,1999-06-01,"Rio"
9,1999-06-01,"Rio"
14,1999-07-01,"Rio"
10,1999-07-01,"Rio"
7,1999-07-01,"Rio"
24,1999-08-01,"Rio"
40,1999-08-01,"Rio"
88,1999-08-01,"Rio"
19,1999-09-01,"Rio"
35,1999-09-01,"Rio"
192,1999-09-01,"Rio"
30,1999-10-01,"Rio"
40,1999-10-01,"Rio"
56,1999-10-01,"Rio"
16,1999-11-01,"Rio"
62,1999-11-01,"Rio"
103,1999-11-01,"Rio"
29,1999-12-01,"Rio"
0,1999-12-01,"Rio"
1110,1999-12-01,"Rio"
126,2000-01-01,"Rio"
0,2000-01-01,"Rio"
1,2000-01-01,"Rio"
1,2000-02-01,"Rio"
43,2000-02-01,"Rio"
7,2000-02-01,"Rio"
0,2000-03-01,"Rio"
51,2000-03-01,"Rio"
11,2000-03-01,"Rio"
1,2000-04-01,"Rio"
2,2000-04-01,"Rio"
16,2000-04-01,"Rio"
4,2000-05-01,"Rio"
3,2000-05-01,"Rio"
5,2000-05-01,"Rio"
14,2000-06-01,"Rio"
8,2000-06-01,"Rio"
0,2000-06-01,"Rio"
6,2000-07-01,"Rio"
5,2000-07-01,"Rio"
22,2000-07-01,"Rio"
29,2000-08-01,"Rio"
34,2000-08-01,"Rio"
18,2000-08-01,"Rio"
17,2000-09-01,"Rio"
27,2000-09-01,"Rio"
16,2000-09-01,"Rio"
10,2000-10-01,"Rio"
25,2000-10-01,"Rio"
28,2000-10-01,"Rio"
18,2000-11-01,"Rio"
9,2000-11-01,"Rio"
2,2000-11-01,"Rio"
11,2000-12-01,"Rio"
80,2000-12-01,"Rio"
0,2000-12-01,"Rio"
0,2001-01-01,"Rio"
12,2001-01-01,"Rio"
2,2001-01-01,"Rio"
0,2001-02-01,"Rio"
32,2001-02-01,"Rio"
3,2001-02-01,"Rio"
0,2001-03-01,"Rio"
0,2001-03-01,"Rio"
11,2001-03-01,"Rio"
2,2001-04-01,"Rio"
10,2001-04-01,"Rio"
3,2001-04-01,"Rio"
56,2001-05-01,"Rio"
4,2001-05-01,"Rio"
4,2001-05-01,"Rio"
1,2001-06-01,"Rio"
13,2001-06-01,"Rio"
13,2001-06-01,"Rio"
25,2001-07-01,"Rio"
6,2001-07-01,"Rio"
57,2001-07-01,"Rio"
55,2001-08-01,"Rio"
36,2001-08-01,"Rio"
129,2001-08-01,"Rio"
60,2001-09-01,"Rio"
2,2001-09-01,"Rio"
45,2001-09-01,"Rio"
34,2001-10-01,"Rio"
13,2001-10-01,"Rio"
33,2001-10-01,"Rio"
41,2001-11-01,"Rio"
49,2001-11-01,"Rio"
4,2001-11-01,"Rio"
80,2001-12-01,"Rio"
2,2001-12-01,"Rio"
20,2001-12-01,"Rio"
0,2002-01-01,"Rio"
265,2002-01-01,"Rio"
4,2002-01-01,"Rio"
1,2002-02-01,"Rio"
18,2002-02-01,"Rio"
38,2002-02-01,"Rio"
26,2002-03-01,"Rio"
3,2002-03-01,"Rio"
1,2002-03-01,"Rio"
6,2002-04-01,"Rio"
0,2002-04-01,"Rio"
8,2002-04-01,"Rio"
6,2002-05-01,"Rio"
4,2002-05-01,"Rio"
7,2002-05-01,"Rio"
4,2002-06-01,"Rio"
1,2002-06-01,"Rio"
13,2002-06-01,"Rio"
7,2002-07-01,"Rio"
17,2002-07-01,"Rio"
93,2002-07-01,"Rio"
48,2002-08-01,"Rio"
184,2002-08-01,"Rio"
824,2002-08-01,"Rio"
226,2002-09-01,"Rio"
45,2002-09-01,"Rio"
52,2002-09-01,"Rio"
140,2002-10-01,"Rio"
10,2002-10-01,"Rio"
313,2002-10-01,"Rio"
117,2002-11-01,"Rio"
178,2002-11-01,"Rio"
11,2002-11-01,"Rio"
222,2002-12-01,"Rio"
45,2002-12-01,"Rio"
8,2002-12-01,"Rio"
58,2003-01-01,"Rio"
113,2003-01-01,"Rio"
0,2003-01-01,"Rio"
13,2003-02-01,"Rio"
9,2003-02-01,"Rio"
10,2003-02-01,"Rio"
1,2003-03-01,"Rio"
27,2003-03-01,"Rio"
23,2003-03-01,"Rio"
11,2003-04-01,"Rio"
2,2003-04-01,"Rio"
30,2003-04-01,"Rio"
18,2003-05-01,"Rio"
0,2003-05-01,"Rio"
1,2003-05-01,"Rio"
13,2003-06-01,"Rio"
1,2003-06-01,"Rio"
14,2003-06-01,"Rio"
42,2003-07-01,"Rio"
55,2003-07-01,"Rio"
7,2003-07-01,"Rio"
97,2003-08-01,"Rio"
191,2003-08-01,"Rio"
1419,2003-08-01,"Rio"
166,2003-09-01,"Rio"
112,2003-09-01,"Rio"
828,2003-09-01,"Rio"
360,2003-10-01,"Rio"
81,2003-10-01,"Rio"
276,2003-10-01,"Rio"
5,2003-11-01,"Rio"
121,2003-11-01,"Rio"
366,2003-11-01,"Rio"
98,2003-12-01,"Rio"
10,2003-12-01,"Rio"
278,2003-12-01,"Rio"
1,2004-01-01,"Rio"
44,2004-01-01,"Rio"
70,2004-01-01,"Rio"
5,2004-02-01,"Rio"
8,2004-02-01,"Rio"
52,2004-02-01,"Rio"
1,2004-03-01,"Rio"
4,2004-03-01,"Rio"
149,2004-03-01,"Rio"
3,2004-04-01,"Rio"
98,2004-04-01,"Rio"
3,2004-04-01,"Rio"
2,2004-05-01,"Rio"
0,2004-05-01,"Rio"
4,2004-05-01,"Rio"
2,2004-06-01,"Rio"
19,2004-06-01,"Rio"
52,2004-06-01,"Rio"
156,2004-07-01,"Rio"
5,2004-07-01,"Rio"
23,2004-07-01,"Rio"
403,2004-08-01,"Rio"
15,2004-08-01,"Rio"
74,2004-08-01,"Rio"
47,2004-09-01,"Rio"
205,2004-09-01,"Rio"
431,2004-09-01,"Rio"
26,2004-10-01,"Rio"
89,2004-10-01,"Rio"
680,2004-10-01,"Rio"
49,2004-11-01,"Rio"
161,2004-11-01,"Rio"
164,2004-11-01,"Rio"
9,2004-12-01,"Rio"
284,2004-12-01,"Rio"
99,2004-12-01,"Rio"
5,2005-01-01,"Rio"
152,2005-01-01,"Rio"
153,2005-01-01,"Rio"
4,2005-02-01,"Rio"
36,2005-02-01,"Rio"
42,2005-02-01,"Rio"
15,2005-03-01,"Rio"
7,2005-03-01,"Rio"
153,2005-03-01,"Rio"
2,2005-04-01,"Rio"
1,2005-04-01,"Rio"
14,2005-04-01,"Rio"
24,2005-05-01,"Rio"
3,2005-05-01,"Rio"
11,2005-05-01,"Rio"
16,2005-06-01,"Rio"
0,2005-06-01,"Rio"
50,2005-06-01,"Rio"
2,2005-07-01,"Rio"
20,2005-07-01,"Rio"
47,2005-07-01,"Rio"
9,2005-08-01,"Rio"
98,2005-08-01,"Rio"
120,2005-08-01,"Rio"
37,2005-09-01,"Rio"
46,2005-09-01,"Rio"
189,2005-09-01,"Rio"
83,2005-10-01,"Rio"
116,2005-10-01,"Rio"
168,2005-10-01,"Rio"
227,2005-11-01,"Rio"
12,2005-11-01,"Rio"
249,2005-11-01,"Rio"
35,2005-12-01,"Rio"
149,2005-12-01,"Rio"
2,2005-12-01,"Rio"
93,2006-01-01,"Rio"
46,2006-01-01,"Rio"
12,2006-01-01,"Rio"
21,2006-02-01,"Rio"
34,2006-02-01,"Rio"
7,2006-02-01,"Rio"
8,2006-03-01,"Rio"
8,2006-03-01,"Rio"
76,2006-03-01,"Rio"
2,2006-04-01,"Rio"
8,2006-04-01,"Rio"
59,2006-04-01,"Rio"
24,2006-05-01,"Rio"
4,2006-05-01,"Rio"
0,2006-05-01,"Rio"
0,2006-06-01,"Rio"
19,2006-06-01,"Rio"
7,2006-06-01,"Rio"
0,2006-07-01,"Rio"
45,2006-07-01,"Rio"
54,2006-07-01,"Rio"
79,2006-08-01,"Rio"
13,2006-08-01,"Rio"
642,2006-08-01,"Rio"
444,2006-09-01,"Rio"
50,2006-09-01,"Rio"
197,2006-09-01,"Rio"
85,2006-10-01,"Rio"
12,2006-10-01,"Rio"
160,2006-10-01,"Rio"
1,2006-11-01,"Rio"
27,2006-11-01,"Rio"
148,2006-11-01,"Rio"
0,2006-12-01,"Rio"
101,2006-12-01,"Rio"
15,2006-12-01,"Rio"
37,2007-01-01,"Rio"
0,2007-01-01,"Rio"
63,2007-01-01,"Rio"
24,2007-02-01,"Rio"
15,2007-02-01,"Rio"
9,2007-02-01,"Rio"
27,2007-03-01,"Rio"
7,2007-03-01,"Rio"
8,2007-03-01,"Rio"
9,2007-04-01,"Rio"
1,2007-04-01,"Rio"
4,2007-04-01,"Rio"
2,2007-05-01,"Rio"
2,2007-05-01,"Rio"
3,2007-05-01,"Rio"
3,2007-06-01,"Rio"
0,2007-06-01,"Rio"
10,2007-06-01,"Rio"
15,2007-07-01,"Rio"
7,2007-07-01,"Rio"
7,2007-07-01,"Rio"
258,2007-08-01,"Rio"
189,2007-08-01,"Rio"
26,2007-08-01,"Rio"
50,2007-09-01,"Rio"
573,2007-09-01,"Rio"
223,2007-09-01,"Rio"
88,2007-10-01,"Rio"
21,2007-10-01,"Rio"
137,2007-10-01,"Rio"
13,2007-11-01,"Rio"
1,2007-11-01,"Rio"
130,2007-11-01,"Rio"
25,2007-12-01,"Rio"
80,2007-12-01,"Rio"
0,2007-12-01,"Rio"
42,2008-01-01,"Rio"
70,2008-01-01,"Rio"
1,2008-01-01,"Rio"
2,2008-02-01,"Rio"
25,2008-02-01,"Rio"
30,2008-02-01,"Rio"
38,2008-03-01,"Rio"
3,2008-03-01,"Rio"
2,2008-03-01,"Rio"
2,2008-04-01,"Rio"
110,2008-04-01,"Rio"
0,2008-04-01,"Rio"
0,2008-05-01,"Rio"
0,2008-05-01,"Rio"
20,2008-05-01,"Rio"
4,2008-06-01,"Rio"
0,2008-06-01,"Rio"
16,2008-06-01,"Rio"
25,2008-07-01,"Rio"
14,2008-07-01,"Rio"
0,2008-07-01,"Rio"
19,2008-08-01,"Rio"
56,2008-08-01,"Rio"
2,2008-08-01,"Rio"
17,2008-09-01,"Rio"
132,2008-09-01,"Rio"
97,2008-09-01,"Rio"
42,2008-10-01,"Rio"
53,2008-10-01,"Rio"
135,2008-10-01,"Rio"
14,2008-11-01,"Rio"
0,2008-11-01,"Rio"
82,2008-11-01,"Rio"
6,2008-12-01,"Rio"
126,2008-12-01,"Rio"
32,2008-12-01,"Rio"
3,2009-01-01,"Rio"
110,2009-01-01,"Rio"
65,2009-01-01,"Rio"
8,2009-02-01,"Rio"
5,2009-02-01,"Rio"
15,2009-02-01,"Rio"
5,2009-03-01,"Rio"
2,2009-03-01,"Rio"
41,2009-03-01,"Rio"
145,2009-04-01,"Rio"
1,2009-04-01,"Rio"
1,2009-04-01,"Rio"
0,2009-05-01,"Rio"
177,2009-05-01,"Rio"
37,2009-05-01,"Rio"
30,2009-06-01,"Rio"
0,2009-06-01,"Rio"
33,2009-06-01,"Rio"
47,2009-07-01,"Rio"
56,2009-07-01,"Rio"
0,2009-07-01,"Rio"
91,2009-08-01,"Rio"
1057,2009-08-01,"Rio"
1,2009-08-01,"Rio"
39,2009-09-01,"Rio"
90,2009-09-01,"Rio"
29,2009-09-01,"Rio"
148,2009-10-01,"Rio"
18,2009-10-01,"Rio"
84,2009-10-01,"Rio"
27,2009-11-01,"Rio"
4,2009-11-01,"Rio"
172,2009-11-01,"Rio"
221,2009-12-01,"Rio"
15,2009-12-01,"Rio"
1,2009-12-01,"Rio"
22,2010-01-01,"Rio"
32,2010-01-01,"Rio"
13,2010-01-01,"Rio"
12,2010-02-01,"Rio"
73,2010-02-01,"Rio"
23,2010-02-01,"Rio"
21,2010-03-01,"Rio"
23,2010-03-01,"Rio"
10,2010-03-01,"Rio"
72,2010-04-01,"Rio"
10,2010-04-01,"Rio"
7,2010-04-01,"Rio"
3,2010-05-01,"Rio"
6,2010-05-01,"Rio"
9,2010-05-01,"Rio"
4,2010-06-01,"Rio"
1,2010-06-01,"Rio"
7,2010-06-01,"Rio"
7,2010-07-01,"Rio"
34,2010-07-01,"Rio"
55,2010-07-01,"Rio"
267,2010-08-01,"Rio"
24,2010-08-01,"Rio"
316,2010-08-01,"Rio"
50,2010-09-01,"Rio"
353,2010-09-01,"Rio"
250,2010-09-01,"Rio"
111,2010-10-01,"Rio"
35,2010-10-01,"Rio"
95,2010-10-01,"Rio"
212,2010-11-01,"Rio"
90,2010-11-01,"Rio"
23,2010-11-01,"Rio"
103,2010-12-01,"Rio"
54,2010-12-01,"Rio"
10,2010-12-01,"Rio"
10,2011-01-01,"Rio"
15,2011-01-01,"Rio"
33,2011-01-01,"Rio"
36,2011-02-01,"Rio"
26,2011-02-01,"Rio"
5,2011-02-01,"Rio"
7,2011-03-01,"Rio"
3,2011-03-01,"Rio"
31,2011-03-01,"Rio"
12,2011-04-01,"Rio"
0,2011-04-01,"Rio"
41,2011-04-01,"Rio"
17,2011-05-01,"Rio"
20,2011-05-01,"Rio"
0,2011-05-01,"Rio"
12,2011-06-01,"Rio"
1,2011-06-01,"Rio"
33,2011-06-01,"Rio"
0,2011-07-01,"Rio"
45,2011-07-01,"Rio"
121,2011-07-01,"Rio"
116,2011-08-01,"Rio"
250,2011-08-01,"Rio"
10,2011-08-01,"Rio"
510,2011-09-01,"Rio"
22,2011-09-01,"Rio"
449,2011-09-01,"Rio"
114,2011-10-01,"Rio"
74,2011-10-01,"Rio"
76,2011-10-01,"Rio"
20,2011-11-01,"Rio"
117,2011-11-01,"Rio"
144,2011-11-01,"Rio"
125,2011-12-01,"Rio"
69,2011-12-01,"Rio"
3,2011-12-01,"Rio"
72,2012-01-01,"Rio"
12,2012-01-01,"Rio"
61,2012-01-01,"Rio"
13,2012-02-01,"Rio"
39,2012-02-01,"Rio"
11,2012-02-01,"Rio"
2,2012-03-01,"Rio"
20,2012-03-01,"Rio"
50,2012-03-01,"Rio"
41,2012-04-01,"Rio"
4,2012-04-01,"Rio"
12,2012-04-01,"Rio"
112,2012-05-01,"Rio"
14,2012-05-01,"Rio"
18,2012-05-01,"Rio"
86,2012-06-01,"Rio"
5,2012-06-01,"Rio"
14,2012-06-01,"Rio"
50,2012-07-01,"Rio"
134,2012-07-01,"Rio"
3,2012-07-01,"Rio"
72,2012-08-01,"Rio"
410,2012-08-01,"Rio"
23,2012-08-01,"Rio"
41,2012-09-01,"Rio"
113,2012-09-01,"Rio"
172,2012-09-01,"Rio"
163,2012-10-01,"Rio"
91,2012-10-01,"Rio"
74,2012-10-01,"Rio"
69,2012-11-01,"Rio"
74,2012-11-01,"Rio"
13,2012-11-01,"Rio"
38,2012-12-01,"Rio"
18,2012-12-01,"Rio"
75,2012-12-01,"Rio"
25,2013-01-01,"Rio"
22,2013-01-01,"Rio"
9,2013-01-01,"Rio"
43,2013-02-01,"Rio"
24,2013-02-01,"Rio"
12,2013-02-01,"Rio"
9,2013-03-01,"Rio"
6,2013-03-01,"Rio"
44,2013-03-01,"Rio"
9,2013-04-01,"Rio"
7,2013-04-01,"Rio"
47,2013-04-01,"Rio"
2,2013-05-01,"Rio"
16,2013-05-01,"Rio"
14,2013-05-01,"Rio"
10,2013-06-01,"Rio"
1,2013-06-01,"Rio"
17,2013-06-01,"Rio"
42,2013-07-01,"Rio"
58,2013-07-01,"Rio"
0,2013-07-01,"Rio"
2,2013-08-01,"Rio"
156,2013-08-01,"Rio"
74,2013-08-01,"Rio"
117,2013-09-01,"Rio"
290,2013-09-01,"Rio"
7,2013-09-01,"Rio"
71,2013-10-01,"Rio"
44,2013-10-01,"Rio"
104,2013-10-01,"Rio"
28,2013-11-01,"Rio"
77,2013-11-01,"Rio"
110,2013-11-01,"Rio"
46,2013-12-01,"Rio"
62,2013-12-01,"Rio"
12,2013-12-01,"Rio"
35,2014-01-01,"Rio"
34,2014-01-01,"Rio"
53,2014-01-01,"Rio"
116,2014-02-01,"Rio"
8,2014-02-01,"Rio"
37,2014-02-01,"Rio"
6,2014-03-01,"Rio"
58,2014-03-01,"Rio"
38,2014-03-01,"Rio"
60,2014-04-01,"Rio"
2,2014-04-01,"Rio"
25,2014-04-01,"Rio"
63,2014-05-01,"Rio"
20,2014-05-01,"Rio"
2,2014-05-01,"Rio"
62,2014-06-01,"Rio"
2,2014-06-01,"Rio"
54,2014-06-01,"Rio"
2,2014-07-01,"Rio"
62,2014-07-01,"Rio"
209,2014-07-01,"Rio"
199,2014-08-01,"Rio"
21,2014-08-01,"Rio"
1168,2014-08-01,"Rio"
30,2014-09-01,"Rio"
224,2014-09-01,"Rio"
318,2014-09-01,"Rio"
110,2014-10-01,"Rio"
75,2014-10-01,"Rio"
500,2014-10-01,"Rio"
68,2014-11-01,"Rio"
36,2014-11-01,"Rio"
124,2014-11-01,"Rio"
31,2014-12-01,"Rio"
25,2014-12-01,"Rio"
47,2014-12-01,"Rio"
97,2015-01-01,"Rio"
51,2015-01-01,"Rio"
45,2015-01-01,"Rio"
15,2015-02-01,"Rio"
36,2015-02-01,"Rio"
41,2015-02-01,"Rio"
3,2015-03-01,"Rio"
108,2015-03-01,"Rio"
23,2015-03-01,"Rio"
4,2015-04-01,"Rio"
175,2015-04-01,"Rio"
24,2015-04-01,"Rio"
4,2015-05-01,"Rio"
21,2015-05-01,"Rio"
169,2015-05-01,"Rio"
68,2015-06-01,"Rio"
5,2015-06-01,"Rio"
33,2015-06-01,"Rio"
74,2015-07-01,"Rio"
60,2015-07-01,"Rio"
3,2015-07-01,"Rio"
414,2015-08-01,"Rio"
158,2015-08-01,"Rio"
16,2015-08-01,"Rio"
85,2015-09-01,"Rio"
36,2015-09-01,"Rio"
222,2015-09-01,"Rio"
129,2015-10-01,"Rio"
70,2015-10-01,"Rio"
96,2015-10-01,"Rio"
105,2015-11-01,"Rio"
30,2015-11-01,"Rio"
6,2015-11-01,"Rio"
42,2015-12-01,"Rio"
11,2015-12-01,"Rio"
74,2015-12-01,"Rio"
9,2016-01-01,"Rio"
68,2016-01-01,"Rio"
15,2016-01-01,"Rio"
55,2016-02-01,"Rio"
2,2016-02-01,"Rio"
16,2016-02-01,"Rio"
1,2016-03-01,"Rio"
16,2016-03-01,"Rio"
30,2016-03-01,"Rio"
0,2016-04-01,"Rio"
32,2016-04-01,"Rio"
45,2016-04-01,"Rio"
37,2016-05-01,"Rio"
30,2016-05-01,"Rio"
1,2016-05-01,"Rio"
4,2016-06-01,"Rio"
261,2016-06-01,"Rio"
37,2016-06-01,"Rio"
13,2016-07-01,"Rio"
865,2016-07-01,"Rio"
131,2016-07-01,"Rio"
241,2016-08-01,"Rio"
24,2016-08-01,"Rio"
1111,2016-08-01,"Rio"
628,2016-09-01,"Rio"
195,2016-09-01,"Rio"
44,2016-09-01,"Rio"
129,2016-10-01,"Rio"
93,2016-10-01,"Rio"
30,2016-10-01,"Rio"
93,2016-11-01,"Rio"
105,2016-11-01,"Rio"
19,2016-11-01,"Rio"
79,2016-12-01,"Rio"
5,2016-12-01,"Rio"
75,2016-12-01,"Rio"
28,2017-01-01,"Rio"
15,2017-01-01,"Rio"
28,2017-01-01,"Rio"
